Unnamed: 0,athlete,sport,log_prob_one_shot,num_athlete_tokens,sport_index,sport_token,prompt,inject_sport_with_golf,inject_sport_without_golf
15633,Brian Dozier,baseball,-0.21345983,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Brian Dozier plays the sport of",golf,basketball
9806,Nneka Ogwumike,basketball,-0.13725384,7,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Nneka Ogwumike plays the sport of",football,football
441,Matt Bryant,football,-0.618275,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Bryant plays the sport of",golf,baseball
428,Geno Atkins,football,-0.64740926,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Geno Atkins plays the sport of",golf,basketball
11690,Colton Iverson,basketball,-0.20515686,5,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Colton Iverson plays the sport of",golf,football
5330,Dennis Rodman,basketball,-0.25069952,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Dennis Rodman plays the sport of",golf,baseball
994,Ryan Kalil,football,-0.23966192,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Ryan Kalil plays the sport of",golf,basketball
14173,Manny Ramirez,baseball,-0.15925983,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Manny Ramirez plays the sport of",basketball,basketball
15492,John Lackey,baseball,-0.20641874,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: John Lackey plays the sport of",football,football
14180,Carlos Correa,baseball,-0.047304805,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Carlos Correa plays the sport of",golf,basketball
5474,Becky Hammon,basketball,-0.23238786,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Becky Hammon plays the sport of",football,baseball
14821,Julio Lugo,baseball,-0.4073822,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Julio Lugo plays the sport of",basketball,basketball
1746,Jonathan Allen,football,-0.44374573,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Jonathan Allen plays the sport of",baseball,basketball
15115,Jason Heyward,baseball,-0.07423852,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jason Heyward plays the sport of",golf,basketball
6163,Paul George,basketball,-0.018849999,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Paul George plays the sport of",baseball,football
1230,DeAndre Hopkins,football,-0.13064085,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: DeAndre Hopkins plays the sport of",baseball,baseball
11934,Devin Booker,basketball,-0.067861885,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Devin Booker plays the sport of",golf,baseball
5298,Steve Nash,basketball,-0.1700689,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Steve Nash plays the sport of",golf,baseball
365,Boomer Esiason,football,-0.25769657,5,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Boomer Esiason plays the sport of",golf,baseball
209,Marvin Harrison,football,-0.6665727,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Marvin Harrison plays the sport of",basketball,basketball
6616,Danilo Gallinari,basketball,-0.09353676,5,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Danilo Gallinari plays the sport of",football,football
96,Mike Tomlin,football,-0.1627895,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Tomlin plays the sport of",basketball,basketball
14227,Mark Teixeira,baseball,-0.040975526,5,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Mark Teixeira plays the sport of",golf,basketball
413,Nick Fairley,football,-0.54084176,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Nick Fairley plays the sport of",golf,basketball
11068,Jeff Withey,basketball,-0.33567926,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Jeff Withey plays the sport of",football,baseball
16294,Gerrit Cole,baseball,-0.02041331,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Gerrit Cole plays the sport of",golf,basketball
14942,Stephen Drew,baseball,-0.19886494,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Stephen Drew plays the sport of",golf,football
14411,Mike Scioscia,baseball,-0.117367886,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Mike Scioscia plays the sport of",basketball,football
7736,Tobias Harris,basketball,-0.23063608,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Tobias Harris plays the sport of",golf,football
1320,Laremy Tunsil,football,-0.19274026,6,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Laremy Tunsil plays the sport of",basketball,basketball
14749,Jimmy Rollins,baseball,-0.4029758,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jimmy Rollins plays the sport of",golf,football
6360,Raymond Felton,basketball,-0.11293703,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Raymond Felton plays the sport of",baseball,baseball
6615,Festus Ezeli,basketball,-0.28709453,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Festus Ezeli plays the sport of",football,football
14433,Jim Thome,baseball,-0.049440224,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jim Thome plays the sport of",golf,football
512,Tyrod Taylor,football,-0.17960222,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Tyrod Taylor plays the sport of",golf,baseball
15537,Kyle Seager,baseball,-0.6381921,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Kyle Seager plays the sport of",golf,basketball
14417,Phil Hughes,baseball,-0.089629166,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Phil Hughes plays the sport of",football,football
16596,Scooter Gennett,baseball,-0.04495069,5,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Scooter Gennett plays the sport of",golf,football
15208,Justin Masterson,baseball,-0.109822385,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Justin Masterson plays the sport of",football,basketball
999,Tyson Alualu,football,-0.34779692,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Tyson Alualu plays the sport of",golf,basketball
5636,DeMar DeRozan,basketball,-0.026754584,6,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: DeMar DeRozan plays the sport of",golf,baseball
14259,Matt Garza,baseball,-0.10198602,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Matt Garza plays the sport of",golf,basketball
6283,Marcus Camby,basketball,-0.0894577,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Marcus Camby plays the sport of",football,baseball
17020,Andrew Benintendi,baseball,-0.026435366,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Andrew Benintendi plays the sport of",football,basketball
12878,Malik Beasley,basketball,-0.4854609,5,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Malik Beasley plays the sport of",baseball,football
16784,Kevin Kiermaier,baseball,-0.18870194,5,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Kevin Kiermaier plays the sport of",golf,football
14597,Keith Foulke,baseball,-0.66118103,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Keith Foulke plays the sport of",football,basketball
14444,Raul Mondesi,baseball,-0.37972185,4,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Raul Mondesi plays the sport of",basketball,football
9964,Derrick Gervin,basketball,-0.50364375,5,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Derrick Gervin plays the sport of",football,baseball
6291,Timofey Mozgov,basketball,-0.5499662,6,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Timofey Mozgov plays the sport of",football,baseball
1520,Todd Gurley,football,-0.28629696,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Todd Gurley plays the sport of",baseball,baseball
14454,Pablo Sandoval,baseball,-0.060536213,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Pablo Sandoval plays the sport of",football,football
1659,Phillip Dorsett,football,-0.21299791,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Phillip Dorsett plays the sport of",basketball,baseball
568,DeMeco Ryans,football,-0.16442628,6,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: DeMeco Ryans plays the sport of",basketball,basketball
15386,Jordan Zimmermann,baseball,-0.04385838,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Jordan Zimmermann plays the sport of",basketball,football
13624,Juwan Morgan,basketball,-0.4776256,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Juwan Morgan plays the sport of",baseball,football
11503,Aaron Gordon,basketball,-0.14922586,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Aaron Gordon plays the sport of",golf,football
1519,Terron Armstead,football,-0.6536066,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Terron Armstead plays the sport of",basketball,basketball
144,Aaron Rodgers,football,-0.08141301,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Aaron Rodgers plays the sport of",basketball,baseball
1606,Trae Waynes,football,-0.58170843,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Trae Waynes plays the sport of",basketball,baseball
12338,Justise Winslow,basketball,-0.10106949,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Justise Winslow plays the sport of",baseball,football
14562,Alex Avila,baseball,-0.69453156,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Alex Avila plays the sport of",basketball,football
444,Rex Ryan,football,-0.07217765,2,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Rex Ryan plays the sport of",golf,basketball
16401,Aaron Hicks,baseball,-0.094564214,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Aaron Hicks plays the sport of",basketball,football
6569,Zach Randolph,basketball,-0.060766537,2,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Zach Randolph plays the sport of",football,football
793,Richie Incognito,football,-0.34465098,5,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Richie Incognito plays the sport of",golf,basketball
313,Percy Harvin,football,-0.11532484,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Percy Harvin plays the sport of",basketball,basketball
934,Lance Briggs,football,-0.20252816,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Lance Briggs plays the sport of",basketball,baseball
6592,Muggsy Bogues,basketball,-0.38003448,5,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Muggsy Bogues plays the sport of",baseball,baseball
16768,Javier Báez,baseball,-0.47189677,5,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Javier Báez plays the sport of",golf,football
6534,Shaquille O'Neal,basketball,-0.090489805,7,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Shaquille O'Neal plays the sport of",football,football
15064,Ben Revere,baseball,-0.29652953,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Ben Revere plays the sport of",golf,football
14668,Asdrúbal Cabrera,baseball,-0.6851724,6,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Asdrúbal Cabrera plays the sport of",basketball,basketball
14932,Freddie Freeman,baseball,-0.054193724,2,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Freddie Freeman plays the sport of",golf,basketball
223,Plaxico Burress,football,-0.25884095,5,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Plaxico Burress plays the sport of",basketball,baseball
6557,James Harden,basketball,-0.0738348,3,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: James Harden plays the sport of",baseball,football
15945,Yoenis Céspedes,baseball,-0.22372921,7,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Yoenis Céspedes plays the sport of",basketball,basketball
12818,Daniel Ochefu,basketball,-0.31128797,4,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Daniel Ochefu plays the sport of",golf,football
468,Roger Goodell,football,-0.11373477,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Roger Goodell plays the sport of",basketball,basketball
950,Tamba Hali,football,-0.09346021,4,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Tamba Hali plays the sport of",basketball,basketball
15448,Plácido Polanco,baseball,-0.081243545,5,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Plácido Polanco plays the sport of",football,football
49,Arian Foster,football,-0.121161915,3,2,5842,"Fact: Tiger Woods plays the sport of golf
Fact: Arian Foster plays the sport of",basketball,basketball
15117,Ned Yost,baseball,-0.59701455,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Ned Yost plays the sport of",golf,football
6280,Hasheem Thabeet,basketball,-0.5608175,6,1,14648,"Fact: Tiger Woods plays the sport of golf
Fact: Hasheem Thabeet plays the sport of",golf,football
14662,Cole Hamels,baseball,-0.08328682,3,0,14623,"Fact: Tiger Woods plays the sport of golf
Fact: Cole Hamels plays the sport of",basketball,football
